t,Q,P,PET,T
19-Apr-2006,0.3,5.65,1.34,9.72
20-Apr-2006,0.28,1.21,0.67,10.48
21-Apr-2006,0.28,0.27,0.74,9.56
22-Apr-2006,0.27,0,1.98,8.89
23-Apr-2006,0.28,0.14,1.09,9.47
24-Apr-2006,0.27,0,1.11,8.47
25-Apr-2006,0.27,0,1.58,12.15
26-Apr-2006,0.27,0,2,11.04
27-Apr-2006,0.26,0,2.06,10.74
28-Apr-2006,0.26,0.16,2.5,8.54
29-Apr-2006,0.25,0.1,2.39,7.85
30-Apr-2006,0.25,11.24,1.98,7.48
01-May-2006,0.32,0.66,1.8,9.4
02-May-2006,0.29,0,2.39,10.72
03-May-2006,0.25,0,3.24,14.32
04-May-2006,0.23,0,3.76,16.81
05-May-2006,0.23,0,3.44,15.66
06-May-2006,0.41,33.65,1.64,12.18
07-May-2006,1.1,1.4,0.51,11.58
08-May-2006,0.65,2.67,1.75,12.62
09-May-2006,0.52,0,2.48,12.63
10-May-2006,0.43,0,3.28,12.44
11-May-2006,0.38,0,3.88,13.06
12-May-2006,0.34,1.53,3.5,14.81
13-May-2006,0.31,0,1.4,11.8
14-May-2006,0.3,0,0.91,10.5
15-May-2006,0.3,0.46,1.45,13
16-May-2006,0.29,0.01,2.07,13.71
17-May-2006,0.29,3.95,1.37,13.32
18-May-2006,0.28,1.75,2.98,14.49
19-May-2006,0.29,8.74,2.33,13.09
20-May-2006,0.31,2.55,1.78,12.26
21-May-2006,0.3,3.64,1.5,11.47
22-May-2006,0.35,6.01,1.37,11.12
23-May-2006,0.34,1.99,2.85,9.57
24-May-2006,0.34,5.46,2.16,10.12
25-May-2006,0.33,4.18,2.84,11.76
26-May-2006,0.38,3.44,1.77,14.02
27-May-2006,0.41,3.31,1.71,14.64
28-May-2006,0.39,0,3.14,12.96
29-May-2006,0.36,3.25,2.53,9.59
30-May-2006,0.34,5.95,2.59,8.32
31-May-2006,0.33,0.03,2.9,9
01-Jun-2006,0.3,0.27,0.74,9.77
02-Jun-2006,0.28,0.05,2.93,13.97
03-Jun-2006,0.27,0,4.41,14.42
04-Jun-2006,0.27,0.32,2.88,14.95
05-Jun-2006,0.26,0,2.88,12.38
06-Jun-2006,0.26,0,3.61,12.66
07-Jun-2006,0.23,0.26,3.81,16.5
08-Jun-2006,0.22,0,3.68,16.36
09-Jun-2006,0.21,0,4.83,17.07
10-Jun-2006,0.18,0,5.32,18.81
11-Jun-2006,0.18,0,4.58,21.77
12-Jun-2006,0.17,0.02,4.42,22.79
13-Jun-2006,0.19,16.45,2.07,16.83
14-Jun-2006,0.22,0.02,1.86,13.89
15-Jun-2006,0.2,0,2.8,13.74
16-Jun-2006,0.19,0,3.72,16.75
17-Jun-2006,0.19,0,3.87,20.46
18-Jun-2006,0.18,0,3.23,19.35
19-Jun-2006,0.18,0,2.88,17.48
20-Jun-2006,0.17,1.99,4.1,17.23
21-Jun-2006,0.17,0,4.19,15.22
22-Jun-2006,0.17,0,3.66,14.25
23-Jun-2006,0.17,1.07,2.88,14.93
24-Jun-2006,0.16,0,2.94,16.62
25-Jun-2006,0.16,1.31,2.36,16.43
26-Jun-2006,0.16,0.54,1.62,13
27-Jun-2006,0.16,0,2.26,13.4
28-Jun-2006,0.13,0,3.32,15.47
29-Jun-2006,0.13,0,4.33,17.05
30-Jun-2006,0.12,0,4.47,18.85
01-Jul-2006,0.12,0,5.09,20.17
02-Jul-2006,0.11,0,4.81,21.91
03-Jul-2006,0.1,0,5.29,20.79
04-Jul-2006,0.1,0.12,3.65,18.88
05-Jul-2006,0.1,0.16,2.32,18.88
06-Jul-2006,0.1,0,2.35,20.44
07-Jul-2006,0.09,1.89,2.51,18.41
08-Jul-2006,0.09,1.33,3.67,17.14
09-Jul-2006,0.09,0,3.33,17.71
10-Jul-2006,0.09,1.71,2.82,18.06
11-Jul-2006,0.08,0,4.36,19.2
12-Jul-2006,0.08,0,4.78,19.27
13-Jul-2006,0.07,0,3.74,16.87
14-Jul-2006,0.06,0.03,4.16,15.16
15-Jul-2006,0.06,0.03,4.37,16.17
16-Jul-2006,0.06,0,4.52,19.23
17-Jul-2006,0.06,0,4.98,21
18-Jul-2006,0.06,0,5.28,20.95
19-Jul-2006,0.06,0.27,5.52,22.05
20-Jul-2006,0.04,0,3.85,22.85
21-Jul-2006,0.04,0.82,4.39,23.08
22-Jul-2006,0.03,0.51,2.33,21.45
23-Jul-2006,0.03,0,3.15,21.16
24-Jul-2006,0.03,0,4.81,20.76
25-Jul-2006,0.03,0,4.55,21.63
26-Jul-2006,0.03,5.57,3.71,23.46
27-Jul-2006,0.06,22,2.98,22
28-Jul-2006,0.06,0,4.22,21.44
29-Jul-2006,0.05,1.41,4.2,21.66
30-Jul-2006,0.05,0,4.38,20.75
31-Jul-2006,0.05,9.57,3.72,19.15
01-Aug-2006,0.05,1.05,2.89,16.75
02-Aug-2006,0.07,19.15,2.13,15.46
03-Aug-2006,0.08,0,1.86,15.38
04-Aug-2006,0.08,0,2.18,16.14
05-Aug-2006,0.07,0,3.2,18.14
06-Aug-2006,0.07,3.26,2.76,21.54
07-Aug-2006,0.07,0,2.21,17.98
08-Aug-2006,0.06,0.03,3.4,17.56
09-Aug-2006,0.06,0,3.6,16.98
10-Aug-2006,0.05,0.02,3.31,15.35
11-Aug-2006,0.06,16.27,2.48,14.59
12-Aug-2006,0.1,39.68,1.49,14.77
13-Aug-2006,0.32,3.05,1.47,15.23
14-Aug-2006,0.21,0.03,1.24,14.71
15-Aug-2006,0.16,0,1.86,15.51
16-Aug-2006,0.14,2.55,2.64,16.26
17-Aug-2006,0.32,12.6,1.76,16.91
18-Aug-2006,0.48,1.83,1.78,16.63
19-Aug-2006,0.26,1.39,2.3,16.74
20-Aug-2006,0.2,1.57,1.86,17.05
21-Aug-2006,0.66,17.39,1.91,15.74
22-Aug-2006,0.53,0.02,2.15,16.08
23-Aug-2006,0.35,14.74,1.25,16.29
24-Aug-2006,0.5,3.51,1.5,15.77
25-Aug-2006,0.46,1.2,2.56,15.23
26-Aug-2006,0.36,0.01,1.25,15.59
27-Aug-2006,0.32,6.08,2.76,16.23
28-Aug-2006,0.32,0.8,2.49,14.53
29-Aug-2006,0.32,3,2.25,13.42
30-Aug-2006,0.32,0.84,2.41,14.65
31-Aug-2006,0.31,1.28,1.56,17.57
01-Sep-2006,0.3,0.01,2.3,17.88
02-Sep-2006,0.3,1.8,1.21,16.32
03-Sep-2006,0.28,0.02,2.93,19.82
04-Sep-2006,0.27,0.32,1.99,17.35
05-Sep-2006,0.26,0,2.08,20.18
06-Sep-2006,0.25,0,2.93,20.74
07-Sep-2006,0.24,0,2.69,14.93
08-Sep-2006,0.24,0,2.29,13.65
09-Sep-2006,0.23,0,2.27,14.8
10-Sep-2006,0.23,0,2.15,16.62
11-Sep-2006,0.23,2.54,2.72,19.24
12-Sep-2006,0.24,10.75,1.15,18.83
13-Sep-2006,0.49,10.6,1.59,19.47
14-Sep-2006,0.49,0,1.42,18.55
15-Sep-2006,0.34,0,1.43,16.59
16-Sep-2006,0.29,0,0.75,17.54
17-Sep-2006,0.26,0.8,1.52,18.45
18-Sep-2006,0.24,0,1.63,17.2
19-Sep-2006,0.23,0,2.39,15.11
20-Sep-2006,0.22,0,2.28,16.43
21-Sep-2006,0.21,3.05,3.45,20.74
22-Sep-2006,0.3,14.88,0.64,16.36
23-Sep-2006,0.34,0.42,1.1,16.69
24-Sep-2006,0.3,3.99,1.33,18.15
25-Sep-2006,0.4,8.48,0.14,15.96
26-Sep-2006,0.49,0,1.45,15.48
27-Sep-2006,0.4,0,1.23,15.39
28-Sep-2006,0.34,6.25,1.19,17.72
29-Sep-2006,0.34,0.84,0.74,16.63
30-Sep-2006,0.31,1.88,1.16,14.61
01-Oct-2006,0.32,5.95,1.12,15.43
02-Oct-2006,0.33,0.67,1.45,14.46
03-Oct-2006,0.3,0.41,1.04,12.13
04-Oct-2006,0.28,0.23,1.11,11.59
05-Oct-2006,0.29,6.89,0.46,11.5
06-Oct-2006,0.49,6.28,1.1,15.45
07-Oct-2006,0.43,0,1.78,12.26
08-Oct-2006,0.35,0,1.11,12.46
09-Oct-2006,0.35,2.03,0.92,15.32
10-Oct-2006,0.34,1.21,0.34,15.62
11-Oct-2006,0.39,5.36,0.31,15.93
12-Oct-2006,0.39,0,0.8,13.21
13-Oct-2006,0.35,0.03,0.5,12.78
14-Oct-2006,0.33,0.02,0.53,13.83
15-Oct-2006,0.31,0,1.04,13.93
16-Oct-2006,0.31,0,0.72,13.81
17-Oct-2006,0.3,1.42,0.5,13.76
18-Oct-2006,0.3,0.73,0.26,13.96
19-Oct-2006,0.29,2.35,0.94,15
20-Oct-2006,0.3,1.04,0.75,13.66
21-Oct-2006,0.29,0.05,0.78,13.6
22-Oct-2006,0.35,14.18,0.74,12.9
23-Oct-2006,0.71,11.72,0.33,11.67
24-Oct-2006,0.96,0.13,0.56,10.97
25-Oct-2006,0.69,4.6,0.19,10.65
26-Oct-2006,0.66,1.92,1.19,14.37
27-Oct-2006,0.54,0.23,0.56,9.46
28-Oct-2006,0.5,0.01,0.45,13.84
29-Oct-2006,0.45,0.05,0.58,12.46
30-Oct-2006,0.43,0,0.49,13.34
31-Oct-2006,0.4,0.08,1.31,11.18
01-Nov-2006,0.36,0.85,0.94,5.76
02-Nov-2006,0.35,0.06,0.47,4.67
03-Nov-2006,0.35,0.03,0.29,4.75
04-Nov-2006,0.35,0,0.25,5.62
05-Nov-2006,0.35,0.06,0.41,8.18
06-Nov-2006,0.36,0.06,0.09,6.86
07-Nov-2006,0.35,0,0.04,5.72
08-Nov-2006,0.34,0.85,0.25,9.4
09-Nov-2006,0.32,0,0.34,6.55
10-Nov-2006,0.32,5.42,0.28,5.83
11-Nov-2006,0.33,0.94,0.75,9.49
12-Nov-2006,0.32,2.18,0.67,8.35
13-Nov-2006,0.33,0,0.94,11.59
14-Nov-2006,0.33,3.84,0.38,10.94
15-Nov-2006,0.34,5.58,0.52,12.43
16-Nov-2006,0.46,3.29,0.34,10.15
17-Nov-2006,0.81,13.54,0.19,7.41
18-Nov-2006,0.81,0.02,0.34,5.32
19-Nov-2006,0.63,2.2,0.18,5.14
20-Nov-2006,0.59,0.08,0.41,9.28
21-Nov-2006,0.54,0.06,0.31,5.62
22-Nov-2006,0.66,16.21,0.21,6.1
23-Nov-2006,1.3,0.15,0.55,9.86
24-Nov-2006,0.85,2.13,0.35,9.35
25-Nov-2006,1.04,6.38,0.46,10.57
26-Nov-2006,0.91,0.07,0.26,9.11
27-Nov-2006,0.78,1.15,0.52,11.49
28-Nov-2006,0.76,2.14,0.28,10.24
29-Nov-2006,0.72,0.11,0.03,8.06
30-Nov-2006,0.69,0.91,0.44,8.94
01-Dec-2006,0.65,1.58,0.13,10.41
02-Dec-2006,0.63,4.12,0.28,9.34
03-Dec-2006,0.69,0.03,1.16,8.8
04-Dec-2006,0.64,0.02,0.61,9.39
05-Dec-2006,0.6,0.8,1.28,11.92
06-Dec-2006,0.56,3.65,0.7,7.97
07-Dec-2006,0.58,0.11,1.02,8.93
08-Dec-2006,0.56,0,0.48,6.58
09-Dec-2006,0.52,0.03,0,3.64
10-Dec-2006,0.55,4.84,0.2,4.33
11-Dec-2006,0.84,6.3,0.31,9.18
12-Dec-2006,0.78,2.72,0.41,6.47
13-Dec-2006,0.75,0.02,0.87,10.47
14-Dec-2006,0.68,0,1.27,12.16
15-Dec-2006,0.69,9.12,0.64,10.47
16-Dec-2006,0.93,0.04,0,4.82
17-Dec-2006,0.78,0.05,0,3.56
18-Dec-2006,0.71,0,0,2
19-Dec-2006,0.65,0.06,0,0.46
20-Dec-2006,0.62,0.17,0,-0.84
21-Dec-2006,0.6,0.2,0,-0.81
22-Dec-2006,0.59,0.21,0,-0.97
23-Dec-2006,0.58,0,0,2.76
24-Dec-2006,0.58,0,0.09,6.4
25-Dec-2006,0.58,0,0.13,6.23
26-Dec-2006,0.58,0.33,0,5.6
27-Dec-2006,0.58,0.4,0.06,4.35
28-Dec-2006,0.58,0.08,0,7.59
29-Dec-2006,0.58,4.47,0.26,7.43
30-Dec-2006,1.28,16.73,0.54,10.36
31-Dec-2006,1.31,2.18,0.73,8.79
01-Jan-2007,1.05,2.5,0.59,6.47
02-Jan-2007,0.91,0.75,0.54,5.6
03-Jan-2007,0.85,0.38,0.37,8.39
04-Jan-2007,0.77,0,0.84,8.9
05-Jan-2007,0.71,0.73,0.34,8.33
06-Jan-2007,0.95,8.71,0,5.56
07-Jan-2007,1,3.3,0.45,8.84
08-Jan-2007,1.1,2.98,0.35,8.73
09-Jan-2007,1.22,14.93,1.17,12.36
10-Jan-2007,1.95,2.5,0.53,8.32
11-Jan-2007,1.66,5.73,1.48,8.85
12-Jan-2007,1.33,0.07,1.09,10.2
13-Jan-2007,1.16,0.46,0.91,10.67
14-Jan-2007,1.04,0.1,0.52,5.6
15-Jan-2007,1,2.07,0.59,6.6
16-Jan-2007,1.11,7.95,0,8.6
17-Jan-2007,1.36,10.68,0.69,8.48
18-Jan-2007,2,2.04,1.2,9.4
19-Jan-2007,1.43,1.23,0.87,10.33
20-Jan-2007,1.25,0,1.06,9.16
21-Jan-2007,1.14,1.61,0.65,4.94
22-Jan-2007,1.08,2.29,0.62,3.23
23-Jan-2007,1.08,0.99,0.24,1.08
24-Jan-2007,1.04,0.15,0.15,1.34
25-Jan-2007,0.99,0.09,0.38,1.3
26-Jan-2007,0.96,0.47,0.27,3.4
27-Jan-2007,0.93,0.02,0.23,5.13
28-Jan-2007,0.93,0.08,0.8,7.18
29-Jan-2007,0.9,0,0.21,7.61
30-Jan-2007,0.88,0,0.33,6
31-Jan-2007,0.86,0,0.36,6.09
01-Feb-2007,0.84,0,0.09,7.89
02-Feb-2007,0.82,0,0.23,6.71
03-Feb-2007,0.8,0.03,0.12,3.29
04-Feb-2007,0.8,0.04,0.04,1.8
05-Feb-2007,0.8,0.14,0.13,1.73
06-Feb-2007,0.79,0.85,0.24,-0.44
07-Feb-2007,0.78,0.2,0.16,-1.18
08-Feb-2007,0.78,1.3,0.11,0.35
09-Feb-2007,0.81,5.42,0.14,1.95
10-Feb-2007,0.94,8.16,0.1,5.15
11-Feb-2007,1.26,2.63,0.48,7.87
12-Feb-2007,1.19,2.86,0.43,7.54
13-Feb-2007,1.14,4.43,0.73,7.2
14-Feb-2007,1.17,0.23,0.43,6.75
15-Feb-2007,1.04,0.17,0.7,5.7
16-Feb-2007,0.97,0.27,0.65,7.07
17-Feb-2007,0.91,0,0.26,6.01
18-Feb-2007,0.88,0,0.28,6.12
19-Feb-2007,0.86,0.85,0.32,7.25
20-Feb-2007,0.84,1.85,0.07,8.92
21-Feb-2007,0.84,2.27,0.53,8.26
22-Feb-2007,0.9,3.3,0.3,7.93
23-Feb-2007,0.91,3.66,0.54,9.09
24-Feb-2007,0.94,2.15,0.45,8.83
25-Feb-2007,0.92,1.9,0.45,7.65
26-Feb-2007,0.89,2.97,0.98,6.81
27-Feb-2007,1.38,6.85,0.29,7.15
28-Feb-2007,1.21,3.12,1.48,9.12
01-Mar-2007,1.07,0.08,1.34,6.49
02-Mar-2007,1.37,19.27,1.01,5.74
03-Mar-2007,2.34,0.29,0.82,6.7
04-Mar-2007,1.84,6.73,0.3,6.79
05-Mar-2007,1.67,0.23,1.42,8.45
06-Mar-2007,1.38,1.74,1.54,9.9
07-Mar-2007,1.22,0.04,0.79,7.06
08-Mar-2007,1.12,1.89,1.11,7.48
09-Mar-2007,1.08,0.01,1.46,8.03
10-Mar-2007,1.04,0.02,1.17,8.04
11-Mar-2007,1.04,0,1.8,9.1
12-Mar-2007,1.01,0,1.54,9.88
13-Mar-2007,0.97,0,1.3,7.95
14-Mar-2007,0.92,0,1.15,7.75
15-Mar-2007,0.9,0.24,1.17,8.15
16-Mar-2007,0.87,0,1.69,7.92
17-Mar-2007,0.86,1.4,1.77,10.89
18-Mar-2007,0.86,0.75,1.75,6.19
19-Mar-2007,0.85,6.91,1.15,2.97
20-Mar-2007,0.87,4.25,1.01,2.94
21-Mar-2007,0.85,0.24,1.28,2.78
22-Mar-2007,0.83,0.38,0.54,2.92
23-Mar-2007,0.81,0.04,0.72,5.7
24-Mar-2007,0.81,0.66,0.22,5.5
25-Mar-2007,0.79,0,1.21,7.73
26-Mar-2007,0.77,0,1.46,7.77
27-Mar-2007,0.74,0,1.35,7.88
28-Mar-2007,0.72,0,1.15,7.33
29-Mar-2007,0.71,0.12,0.25,6.28
30-Mar-2007,0.69,0,0.46,7.14
31-Mar-2007,0.67,0,1.68,8.4
01-Apr-2007,0.65,0,1.98,8.66
02-Apr-2007,0.66,0.13,1.88,8.41
03-Apr-2007,0.65,0,1.05,6.49
04-Apr-2007,0.62,0,1.44,6.4
05-Apr-2007,0.62,0,2.27,9.73
06-Apr-2007,0.59,0,2.01,9
07-Apr-2007,0.59,0,1.87,9.03
08-Apr-2007,0.59,0,2.69,10.81
09-Apr-2007,0.6,0,2.13,11.19
10-Apr-2007,0.59,0,1.71,11.82
11-Apr-2007,0.57,0,2.1,11.61
12-Apr-2007,0.56,0,1.45,9.6
13-Apr-2007,0.56,0,0.92,8.4
14-Apr-2007,0.55,0.02,2,10.73
15-Apr-2007,0.55,0,2.75,12.96
16-Apr-2007,0.53,0,2.11,13.02
17-Apr-2007,0.5,0,2.28,10.99
18-Apr-2007,0.48,0,2.7,9.36
19-Apr-2007,0.46,0,3.13,11.32
20-Apr-2007,0.45,0,2.12,9.25
21-Apr-2007,0.45,0,2.81,11.65
22-Apr-2007,0.43,0,2.74,13.79
23-Apr-2007,0.43,0.32,1.49,14.12
24-Apr-2007,0.42,0.05,1.9,15.86
25-Apr-2007,0.42,0.04,2.66,15.4
26-Apr-2007,0.41,0.01,2.12,10.93
27-Apr-2007,0.39,0,1.56,10.55
28-Apr-2007,0.39,0,2.76,11.26
29-Apr-2007,0.39,0,2.09,11.31
30-Apr-2007,0.38,0,3.3,11.18
01-May-2007,0.36,0,3.63,12.33
02-May-2007,0.34,0,2.75,10.54
03-May-2007,0.32,0,1.71,9.08
04-May-2007,0.32,0,1.59,9.44
05-May-2007,0.33,0,1.85,9.59
06-May-2007,0.34,1.32,2.47,12.98
07-May-2007,0.35,2.31,1.91,12.69
08-May-2007,0.35,1.71,2.65,12.32
09-May-2007,0.35,5.86,1.94,12.2
10-May-2007,0.36,15.6,2.39,12.37
11-May-2007,0.4,3.91,1.62,11.12
12-May-2007,0.38,2.67,1.96,12.51
13-May-2007,0.4,7.46,1.21,11.48
14-May-2007,0.4,0.24,1.25,9.64
15-May-2007,0.4,7.64,1.35,9.97
16-May-2007,0.43,5.72,1.44,11.05
17-May-2007,0.44,0.17,1.22,13.45
18-May-2007,0.4,0,3.33,15.74
19-May-2007,0.36,0,3.54,12.55
20-May-2007,0.34,0,2.93,12
21-May-2007,0.32,0,1.64,11.82
22-May-2007,0.3,0,3.83,14.38
23-May-2007,0.29,0,3.54,16.37
24-May-2007,0.29,0,2.9,18.19
25-May-2007,0.27,0.54,2.1,14.01
26-May-2007,0.27,2.12,1.88,10.87
27-May-2007,0.36,35.89,0.56,9.51
28-May-2007,1.12,14.51,0.71,7.93
29-May-2007,1.35,8.19,1.9,8.61
30-May-2007,0.98,0.67,1.81,10.64
31-May-2007,0.67,0.1,2.76,12.99
01-Jun-2007,0.53,0.04,3.45,13.57
02-Jun-2007,0.46,0,3.7,14.6
03-Jun-2007,0.43,0,3.54,15.41
04-Jun-2007,0.41,0,2.46,14.17
05-Jun-2007,0.4,0,2.36,12.85
06-Jun-2007,0.39,0.18,1.4,11.51
07-Jun-2007,0.38,0.22,1.29,13.16
08-Jun-2007,0.38,2.27,1.44,13.63
09-Jun-2007,0.37,0,3.1,15.94
10-Jun-2007,0.37,0,1.85,14.73
11-Jun-2007,0.37,0,1.7,14.22
12-Jun-2007,0.36,2.1,2.69,17.34
13-Jun-2007,0.38,11.97,3.05,16.61
14-Jun-2007,0.41,14.38,1.25,14.94
15-Jun-2007,0.47,0.2,2.32,15.53
16-Jun-2007,0.45,5.7,2.43,15.12
17-Jun-2007,0.44,1.8,2.5,15.75
18-Jun-2007,0.45,3.36,1.87,15.61
19-Jun-2007,0.44,9.8,3.28,16.65
20-Jun-2007,0.47,0,4.23,17.73
21-Jun-2007,0.42,0.19,3.55,16.6
22-Jun-2007,0.41,4.18,1.77,15.59
23-Jun-2007,0.45,8.57,1.96,15.73
24-Jun-2007,0.53,16.16,1.48,13.82
25-Jun-2007,1.09,9.76,1.84,13.93
26-Jun-2007,0.86,1.07,2.45,11.36
27-Jun-2007,0.65,3.47,2.31,12.35
28-Jun-2007,0.58,6.4,3.53,13.5
29-Jun-2007,0.57,1.03,2.96,15.17
30-Jun-2007,0.57,11.14,0.75,15.22
01-Jul-2007,0.84,0.07,2.84,17.04
02-Jul-2007,1.13,14.67,2.1,15.62
03-Jul-2007,1.41,8.08,2.36,14.32
04-Jul-2007,1.39,4.33,2.27,14.96
05-Jul-2007,1.31,6.72,2.57,15.51
06-Jul-2007,1.22,0,3.03,15.54
07-Jul-2007,0.86,0,3.79,15.94
08-Jul-2007,0.74,0,3.45,14.8
09-Jul-2007,0.64,0.3,2.89,14.66
10-Jul-2007,0.56,0,3.48,14.93
11-Jul-2007,0.54,0,2.5,15.08
12-Jul-2007,0.54,1.29,2.25,16.94
13-Jul-2007,0.54,0.17,1.95,17.62
14-Jul-2007,0.53,0,3.74,18.88
15-Jul-2007,0.51,1.4,1.68,17.05
16-Jul-2007,0.51,1.04,2.37,18.96
17-Jul-2007,0.51,5.92,3.1,16.79
18-Jul-2007,0.49,0.08,3.21,17.16
19-Jul-2007,0.47,0.26,2.68,16.48
20-Jul-2007,0.51,11.68,1.47,15.1
21-Jul-2007,0.54,4.95,1.82,13.84
22-Jul-2007,0.54,4.24,2.66,14.95
23-Jul-2007,0.54,0.7,1.49,15.15
24-Jul-2007,0.55,0.01,3.76,16.57
25-Jul-2007,0.47,0.34,1.93,15.61
26-Jul-2007,0.47,5.17,1.72,15.58
27-Jul-2007,0.47,0,3.59,16.8
28-Jul-2007,0.44,1.65,3.7,16.5
29-Jul-2007,0.43,0.02,3.19,14.25
30-Jul-2007,0.42,0,3.49,13.83
31-Jul-2007,0.39,0,3.71,15.37
01-Aug-2007,0.37,0,3.73,17.38
02-Aug-2007,0.35,0,2.3,15.74
03-Aug-2007,0.32,0,3.98,17.66
04-Aug-2007,0.31,0,4.19,20.22
05-Aug-2007,0.31,0,5.02,21.87
06-Aug-2007,0.31,0,3.41,18.21
07-Aug-2007,0.3,0,3.14,15.34
08-Aug-2007,0.29,0,3.09,14.69
09-Aug-2007,0.29,0,2.51,14.41
10-Aug-2007,0.29,0,3.58,15.87
11-Aug-2007,0.29,0,3.9,18.22
12-Aug-2007,0.29,5.67,2.9,16.9
13-Aug-2007,0.3,0.49,2.95,15.88
14-Aug-2007,0.32,7.1,1.21,16.45
15-Aug-2007,0.38,9.09,1.7,17.06
16-Aug-2007,0.4,2.05,2.44,13.87
17-Aug-2007,0.38,0.03,2.47,14.13
18-Aug-2007,0.38,7.98,1.62,15.68
19-Aug-2007,0.57,18.6,0.88,15.92
20-Aug-2007,0.9,5.06,1.17,13.67
21-Aug-2007,1.05,1.68,0.46,15.26
22-Aug-2007,1.53,16.32,0.8,14.86
23-Aug-2007,2.21,3.11,1.66,15.46
24-Aug-2007,1.96,0.1,1.83,15.87
25-Aug-2007,1.58,0,3.19,18.41
26-Aug-2007,1.48,0,2.88,16.32
27-Aug-2007,1.4,0,2.58,14.35
28-Aug-2007,1.27,0,1.5,14.29
29-Aug-2007,1.02,0,2.17,14.46
30-Aug-2007,0.87,0,2.12,15.61
31-Aug-2007,0.78,0,2.22,16.23
01-Sep-2007,0.74,0,2.37,16.89
02-Sep-2007,0.74,2.05,2.04,16.72
03-Sep-2007,0.67,0,2.4,13.56
04-Sep-2007,0.63,0,2.52,13.09
05-Sep-2007,0.52,0,1.95,17.3
06-Sep-2007,0.45,0,1.42,17.66
07-Sep-2007,0.42,0,1.94,17.39
08-Sep-2007,0.42,0,1.24,15.08
09-Sep-2007,0.42,0,1.84,16.11
10-Sep-2007,0.42,0,2.79,15.46
11-Sep-2007,0.4,0,2.18,13.53
12-Sep-2007,0.4,0,1.79,15.05
13-Sep-2007,0.4,0,1.82,16.27
14-Sep-2007,0.4,0,2.11,15.35
15-Sep-2007,0.37,0,2.06,13.81
16-Sep-2007,0.36,0.01,2.58,15.33
17-Sep-2007,0.35,2.04,1.37,12.32
18-Sep-2007,0.36,0,2.33,9.96
19-Sep-2007,0.36,0.13,1.75,13.43
20-Sep-2007,0.35,1.1,1.83,16.12
21-Sep-2007,0.34,0.81,1.49,15.89
22-Sep-2007,0.34,0.03,1.1,15.36
23-Sep-2007,0.35,4.11,1.75,16.3
24-Sep-2007,0.35,5.33,1.7,14.58
25-Sep-2007,0.36,6.31,1.17,11.49
26-Sep-2007,0.36,6.97,1.39,9.39
27-Sep-2007,0.38,3.33,1.05,10.79
28-Sep-2007,0.38,5.37,0.59,12.69
29-Sep-2007,0.39,0.04,1.02,12.52
30-Sep-2007,0.37,0,1.05,10.04
01-Oct-2007,0.37,0.02,0.94,12.02
02-Oct-2007,0.36,0,0.84,12.68
03-Oct-2007,0.35,0.03,0.5,13.44
04-Oct-2007,0.35,0,1.37,12.82
05-Oct-2007,0.34,0,0.84,11.23
06-Oct-2007,0.33,0,0.42,13.24
07-Oct-2007,0.34,0.01,0.61,12.18
08-Oct-2007,0.34,0.44,0.3,12.12
09-Oct-2007,0.42,24.47,0.37,10.96
10-Oct-2007,0.5,0.02,0.65,12.75
11-Oct-2007,0.44,0.01,0.58,11.4
12-Oct-2007,0.42,0,0.4,15.45
13-Oct-2007,0.39,0,0.47,14.45
14-Oct-2007,0.39,0,0.63,12.55
15-Oct-2007,0.38,2.22,0.66,12.51
16-Oct-2007,0.59,33.5,0.48,13.79
17-Oct-2007,1.34,0,1,10.55
18-Oct-2007,0.93,0,0.73,7.72
19-Oct-2007,0.71,0,0.44,7.14
20-Oct-2007,0.61,0.02,0.4,7.4
21-Oct-2007,0.57,0,0.42,7.21
22-Oct-2007,0.55,0,0.34,7.26
23-Oct-2007,0.52,0,0.51,6.61
24-Oct-2007,0.51,0,0.62,8.93
25-Oct-2007,0.5,0,0.31,9.86
26-Oct-2007,0.49,0,0.08,9.48
27-Oct-2007,0.47,0.19,0.54,11.81
28-Oct-2007,0.48,2.12,0.51,13.68
29-Oct-2007,0.47,0,0.45,9.04
30-Oct-2007,0.47,0,0.57,8.62
31-Oct-2007,0.47,0,0.43,10.92
01-Nov-2007,0.46,0,0.35,11.41
02-Nov-2007,0.46,0.02,0.29,12.49
03-Nov-2007,0.45,0.02,0.25,10.37
04-Nov-2007,0.45,0,0.12,7.43
05-Nov-2007,0.45,0.03,0.39,7.29
06-Nov-2007,0.45,0,0.67,7.3
07-Nov-2007,0.44,0,1,10.74
08-Nov-2007,0.44,1.09,0.91,9.62
09-Nov-2007,0.41,1.3,1.43,6.07
10-Nov-2007,0.43,1.65,0.78,10.75
11-Nov-2007,0.42,0.03,1,8.52
12-Nov-2007,0.4,1.15,0.3,2.98
13-Nov-2007,0.41,3.46,0.33,5.54
14-Nov-2007,0.4,0.05,0.34,5.78
15-Nov-2007,0.38,0,0.06,3.43
16-Nov-2007,0.38,0,0.09,2.48
17-Nov-2007,0.39,0.02,0.1,3.96
18-Nov-2007,0.4,1.3,0.7,5.21
19-Nov-2007,0.4,3.73,0.2,6.37
20-Nov-2007,0.41,4.93,0,7.91
21-Nov-2007,0.42,5.03,0.08,9.11
22-Nov-2007,0.47,2.79,0.05,7.48
23-Nov-2007,0.47,0.91,0.26,4.04
